0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0	0
0.01882	0	0	0	0.07716	0
0.60539	0	0	0	2.1541	0
1.5511	0	0	0	5.5684	0
2.0012	0	0	0	7.2981	0
2.0091	0	0	0	7.9282	0
2.1439	0	0	0	8.552	0
2.1879	0	0	0	8.5905	0
2.6427	0	0	0	8.5905	0
2.6427	0	0	0	8.552	0
2.6427	0	0	0	7.3495	0
2.431	0.015995	0	0	5.1183	0.08957
1.5323	0.040876	0	0	3.8837	0.2289
1.1935	0.12618	0	0	2.2312	0.70661
0.91906	0.13329	0	0	1.704	0.74642
0.63675	0.16173	0	0	1.3053	0.90565
0.91906	0.16173	0	0	1.3053	0.90565
0.91906	0.12618	0	0	1.3053	0.70661
0.97865	0.12974	0	0	2.8742	0.70661
2.6913	0.094192	0	0	6.4751	0.52747
5.4642	0.085306	0	0	13.555	0.47771
5.4642	0.085306	0	0	13.555	0.47771
5.4642	0.085306	0	0	13.555	0.47771
5.1411	0.085306	0	0	12.301	0.47771
2.2177	0.081752	0	0	7.6325	0.4578
1.7126	0.08886	0	0	4.5846	0.49761
1.4696	0.079974	0	0	4.2631	0.44785
1.2484	0.08886	0	0	2.0705	0.49761
0.43914	0.094192	0	0	0.52083	0.48766
0.29956	0.11374	0	0	0.43724	0.63694
0.20545	0.094192	0	0	0.39866	0.48766
0.20075	0.094192	0	0	0.37294	0.48766
0.15213	0.069311	0	0	0	0.38814
0.13958	0.015995	0	0	0	0.08957
0.13958	0.014218	0	0	0	0.079618
0.13958	0	0	0	0.36008	0
0.25721	0	0	0	0.9195	0
0.70419	0	0	0	2.3984	0
1.0273	0	0	0	3.125	0
1.0273	0	0	0	3.125	0
1.0273	0	0	0	3.125	0
0.6791	0	0	0	1.0224	0
0.52069	0.015995	0	0	0.46296	0.08957
0.31681	0.03199	0	0	0.05787	0.17914
0.017252	0.087083	0	0	0.04501	0.48766
0.014115	0.094192	0	0	0	0.50756
0.014115	0.094192	0	0	0	0.50756
0.017252	0.087083	0	0	0	0.48766
0.047051	0.060425	0	0	0.18647	0.33838
0.17252	0.0017772	0	0	0.69444	0.0099522
0.17252	0.0017772	0	0	0.69444	0.0099522
0.19448	0.0017772	0	0	0.69444	0.0099522
0.19448	0.0017772	0	0	0.63014	0
0.17252	0	0	0	0.55941	0
0.2133	0	0	0	0.55941	0
0.28544	0	0	0	0.63014	0
0.93945	0	0	0	3.2215	0
1.813	0	0	0	3.2215	0
1.813	0	0	0	3.2215	0
1.813	0	0	0	2.8807	0
1.813	0	0	0	1.9805	0
1.813	0	0	0	1.9805	0
2.5941	0	0	0	1.9805	0
2.6411	0.0017772	0	0	3.4272	0.0099522
3.2324	0.078197	0	0	3.5108	0.42795
3.2324	0.63091	0	0	3.5108	3.3738
3.2324	1.779	0	0	3.5108	9.3451
2.3337	2.4952	0	0	2.1734	12.211
2.3337	2.4952	0	0	2.1734	12.211
2.3337	2.4952	0	0	2.1734	12.211
2.6991	1.484	0	0	3.5622	7.3447
2.6991	1.2547	0	0	3.5622	5.623
2.6991	1.2352	0	0	3.5622	5.623
1.4335	1.1481	0	0	0.86163	5.414
1.1167	1.1481	0	0	0.78447	5.414
1.1167	1.1481	0	0	0.37294	5.414
1.2751	1.0379	0	0	0.37294	5.2249
1.2751	0.98991	0	0	0.37294	5.1453
2.4921	0.96147	0	0	0.37294	4.5979
2.4921	0.96147	0	0	1.1381	4.369
2.4921	0.70911	0	0	1.2281	3.7022
2.0169	0.65046	0	0	1.2281	3.4037
1.319	0.50295	0	0	1.2281	2.7369
1.0367	0.33945	0	0	0.3858	1.8909
0.79829	0.22926	0	0	0.14789	1.1047
0.79829	0.15106	0	0	0.14789	0.78623
0.79829	0.15106	0	0	0.14789	0.78623
0.79829	0.15106	0	0	0.39223	0.78623
0.79829	0.41054	0	0	0.39223	1.7416
1.0022	0.76775	0	0	0.39223	3.742
1.0194	1.2405	0	0	0.02572	6.1604
1.0194	1.3311	0	0	0	6.5187
1.0194	1.4324	0	0	0	7.2651
0.79202	1.6368	0	0	0	7.7428
0.79202	2.1966	0	0	0	8.967
0.71517	3.0781	0	0	0	10.4
0.37797	3.8708	0	0	0	10.51
0.16781	4.4857	0	0	0.04501	10.51
0.16781	4.571	0	0	0.16718	10.4
0.14586	4.571	0	0	0.48225	9.9522
0.1537	4.4857	0	0	0.56584	8.2404
0.1537	4.1178	0	0	0.56584	6.7874
0.1537	2.7422	0	0	0.56584	4.2894
0.14586	2.7422	0	0	0.48225	4.2894
0.11292	2.7422	0	0	0.41795	4.2894
0.11135	2.8275	0	0	0.37294	6.5585
0.11135	3.366	0	0	0.37294	8.8973
0.11135	3.4353	0	0	0.37294	8.8973
0.11763	4.5532	0	0	0.40509	8.8973
0.16625	5.5413	0	0	0.52726	8.121
0.34661	6.5455	0	0	1.1445	7.4841
0.57402	6.6343	0	0	1.929	7.4841
0.78261	8.0401	0	0	2.7713	7.4841
0.92533	8.2072	0	0	3.7937	8.7082
0.92533	8.3511	0	0	3.7937	9.5641
0.92533	8.5306	0	0	3.7937	11.495
0.88455	8.6621	0	0	3.6265	12.57
0.61793	8.5306	0	0	2.5334	12.57
0.32622	8.3511	0	0	1.3374	12.57
0.25251	8.7368	0	0	1.0352	11.455
0.098806	8.7368	0	0	0.40509	10.689
0.097238	8.9287	0	0	0.39866	9.6835
0.0062734	8.9287	0	0	0.02572	8.4295
0.0062734	8.9287	0	0	0.02572	3.3838
0.0062734	8.9287	0	0	0.02572	3.3838
0.0062734	8.9287	0	0	0.02572	3.3838
0.0062734	9.126	0	0	0.02572	4.4287
0.0015684	9.2397	0	0	0.00643	6.051
0	9.2397	0	0	0	7.5139
0	9.2397	0	0	0	8.5092
0	9.5045	0	0	0	9.0466
0	10.743	0	0	0	9.5044
0	12.52	0	0	0	10.36
0	14.562	0	0	0	10.788
0	15.277	0	0	0	12.172
0	15.277	0	0	0	12.739
0	15.277	0	0	0	12.739
0	15.195	0	0	0	12.739
0	14.929	0	0	0	11.953
0	14.882	0	0	0	11.555
0	14.506	0	0	0	9.9821
0	13.761	0	0	0	8.9072
0	12.942	0	0	0	8.9072
0	11.401	0	0	0	8.8475
0	11.099	0	0	0	8.8475
0	10.461	0	0	0	8.1907
0	9.5898	0	0	0	7.4741
0	8.5128	0	0	0	6.5287
0	8.0774	0	0	0	6.1604
0	7.8713	0	0	0	3.8913
0	7.6473	0	0	0	2.9757
0	6.9453	0	0	0	2.2193
0	6.3073	0	0	0	1.1047
0	5.1432	0	0	0	0.47771
0	3.2292	0	0	0	0.0099522
0	3.2292	0	0	0	0.0099522
0	3.2292	0	0	0	0.0099522
0	3.6682	0	0	0	0.0099522
0	4.1356	0	0	0	0.58718
0	4.3417	0	0	0	1.3635
0	4.9264	0	0	0	1.3635
0	5.6924	0	0	0	1.3635
0	7.2759	0	0	0	0.94546
0	7.6918	0	0	0	0.41799
0	7.8162	0	0	0	0.2289
0	7.9495	0	0	0	0.2289
0	7.8162	0	0	0	0.2289
0	7.8162	0	0	0	0.64689
0	7.9495	0	0	0	2.6075
0	9.1046	0	0	0	4.8169
0	9.5027	0	0	0	6.9268
0	9.8386	0	0	0	9.3252
0	11.411	0	0	0	10.121
0	11.507	0	0	0	10.758
0	11.74	0	0	0	12.132
0.026662	12.021	0	0	0.10931	13.236
0.26819	12.021	0	0	1.0352	13.525
0.67283	12.021	0	0	2.6685	13.704
0.67283	11.861	0	0	2.6685	13.704
0.67283	11.395	0	0	2.6685	13.704
0.53795	11.214	0	0	2.1862	13.704
0.41875	9.9435	0	0	1.7168	13.625
0.16625	9.6591	0	0	0.68158	13.575
0.059598	8.9216	0	0	0.24434	13.515
0.053324	8.1983	0	0	0.21862	11.435
0.037641	8.1005	0	0	0.15432	10.121
0.017252	8.1005	0	0	0.07073	9.4845
